problem; beta; rho; tau0; q0; iterations
A-n44-k6; 1.0; 0.1; 0.01; 0.5; 10

nr; solution value; computation time in sec
1; 1193; 0.032
2; 1251; 0.035
3; 1242; 0.028
4; 1267; 0.028
5; 1257; 0.028
6; 1300; 0.029
7; 1251; 0.028
8; 1251; 0.028
9; 1281; 0.028
10; 1274; 0.027

avg; 1256.7; 0.0291
