problem; beta; rho; tau0; q0; iterations
X-n162-k11; 1.0; 0.1; 0.01; 0.75; 100

nr; solution value; computation time in sec
1; 18096; 9.929
2; 17969; 9.854
3; 18136; 9.925
4; 17942; 9.808
5; 18305; 9.811
6; 18303; 9.891
7; 18093; 9.89
8; 18324; 9.826
9; 18030; 9.872
10; 17619; 9.846

avg; 18081.7; 9.8652
