problem; beta; rho; tau0; q0; iterations
X-n110-k13; 1.0; 0.1; 0.01; 0.5; 2000

nr; solution value; computation time in sec
1; 19440; 76.507
2; 19690; 76.324
3; 19750; 76.72
4; 19195; 76.301
5; 19246; 78.197
6; 19227; 79.355
7; 19551; 77.403
8; 19660; 77.004
9; 19921; 76.991
10; 19374; 76.842

avg; 19505.4; 77.1644
