problem; beta; rho; tau0; q0; iterations
X-n176-k26; 2.0; 0.1; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 61621; 9.824
2; 62005; 9.624
3; 60331; 9.69
4; 61485; 9.564
5; 62075; 9.756
6; 61522; 9.731
7; 61573; 9.633
8; 61602; 10.078
9; 62041; 9.739
10; 61057; 9.909

avg; 61531.2; 9.7548
