problem; beta; rho; tau0; q0; iterations
A-n46-k7; 1.0; 0.1; 1.0; 0.25; 10

nr; solution value; computation time in sec
1; 1333; 0.038
2; 1405; 0.039
3; 1403; 0.034
4; 1319; 0.034
5; 1473; 0.035
6; 1409; 0.036
7; 1466; 0.034
8; 1460; 0.034
9; 1423; 0.034
10; 1408; 0.036

avg; 1409.9; 0.0354
