problem; beta; rho; tau0; q0; iterations
A-n69-k9; 1.0; 0.6; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 1627; 1.153
2; 1623; 1.092
3; 1543; 1.109
4; 1676; 1.115
5; 1593; 1.175
6; 1650; 1.128
7; 1645; 1.112
8; 1636; 1.144
9; 1633; 1.094
10; 1647; 1.105

avg; 1627.3; 1.1227
