problem; beta; rho; tau0; q0; iterations
A-n39-k5; 2.0; 0.1; 0.01; 0.25; 10

nr; solution value; computation time in sec
1; 1036; 0.016
2; 1033; 0.015
3; 1107; 0.016
4; 1038; 0.015
5; 1058; 0.015
6; 990; 0.016
7; 1085; 0.017
8; 1099; 0.016
9; 1102; 0.015
10; 1101; 0.015

avg; 1064.9; 0.0156
