problem; beta; rho; tau0; q0; iterations
A-n44-k6; 1.0; 0.1; 0.01; 0.5; 500

nr; solution value; computation time in sec
1; 1107; 1.507
2; 1146; 1.472
3; 1113; 1.543
4; 1145; 1.585
5; 1159; 1.53
6; 1143; 1.499
7; 1107; 1.567
8; 1112; 1.458
9; 1111; 1.461
10; 1101; 1.495

avg; 1124.4; 1.5117
