problem; beta; rho; tau0; q0; iterations
A-n48-k7; 5.0; 0.1; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 1309; 0.338
2; 1325; 0.355
3; 1305; 0.313
4; 1308; 0.313
5; 1282; 0.321
6; 1311; 0.312
7; 1309; 0.312
8; 1319; 0.341
9; 1290; 0.323
10; 1312; 0.325

avg; 1307.0; 0.3253
