problem; beta; rho; tau0; q0; iterations
A-n62-k8; 1.0; 0.3; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 1671; 0.827
2; 1652; 0.819
3; 1722; 0.847
4; 1718; 0.808
5; 1681; 0.831
6; 1705; 0.818
7; 1730; 0.824
8; 1602; 0.855
9; 1710; 0.802
10; 1671; 0.833

avg; 1686.2; 0.8264
