problem; beta; rho; tau0; q0; iterations
X-n186-k15; 1.0; 0.1; 0.01; 0.5; 2000

nr; solution value; computation time in sec
1; 34003; 417.343
2; 33910; 421.414
3; 33764; 413.727
4; 33920; 423.104
5; 34277; 394.861
6; 33401; 391.03
7; 34161; 381.91
8; 33934; 421.504
9; 34198; 420.164
10; 33734; 421.251

avg; 33930.2; 410.6308
