problem; beta; rho; tau0; q0; iterations
A-n37-k6; 1.0; 0.1; 0.1; 0.5; 100

nr; solution value; computation time in sec
1; 1170; 0.148
2; 1176; 0.175
3; 1162; 0.148
4; 1152; 0.151
5; 1156; 0.167
6; 1159; 0.169
7; 1147; 0.151
8; 1155; 0.148
9; 1174; 0.152
10; 1151; 0.148

avg; 1160.2; 0.1557
