problem; beta; rho; tau0; q0; iterations
A-n48-k7; 5.0; 0.3; 5.0; 0.75; 100

nr; solution value; computation time in sec
1; 1292; 0.315
2; 1254; 0.315
3; 1303; 0.333
4; 1308; 0.338
5; 1285; 0.372
6; 1297; 0.362
7; 1285; 0.319
8; 1303; 0.363
9; 1285; 0.345
10; 1284; 0.356

avg; 1289.6; 0.3418
