problem; beta; rho; tau0; q0; iterations
X-n157-k13; 2.0; 0.1; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 18857; 8.314
2; 18781; 8.406
3; 19096; 8.487
4; 19073; 8.553
5; 18786; 8.634
6; 19013; 8.231
7; 18902; 8.475
8; 18759; 8.47
9; 19131; 8.218
10; 18926; 8.276

avg; 18932.4; 8.4064
