problem; beta; rho; tau0; q0; iterations
X-n115-k10; 1.0; 0.1; 5.0; 0.5; 100

nr; solution value; computation time in sec
1; 21388; 3.979
2; 21426; 3.942
3; 21290; 3.926
4; 21122; 4.017
5; 21377; 3.978
6; 20684; 3.908
7; 21239; 3.947
8; 21640; 3.975
9; 21162; 3.935
10; 20965; 4.013

avg; 21229.3; 3.962
