problem; beta; rho; tau0; q0; iterations
X-n120-k6; 1.0; 0.1; 0.01; 0.25; 100

nr; solution value; computation time in sec
1; 24797; 5.697
2; 23954; 5.608
3; 24544; 5.644
4; 24675; 5.69
5; 23247; 5.722
6; 25245; 5.614
7; 24411; 5.694
8; 23788; 5.683
9; 24710; 5.588
10; 23619; 5.677

avg; 24299.0; 5.6617
