problem; beta; rho; tau0; q0; iterations
X-n148-k46; 1.0; 0.1; 0.01; 0.5; 500

nr; solution value; computation time in sec
1; 54375; 47.825
2; 54003; 48.68
3; 53885; 50.03
4; 53953; 49.451
5; 54572; 49.942
6; 53961; 49.655
7; 54140; 49.781
8; 54273; 49.428
9; 53304; 50.2
10; 54017; 47.459

avg; 54048.3; 49.2451
