problem; beta; rho; tau0; q0; iterations
X-n172-k51; 1.0; 0.1; 1.0; 0.5; 100

nr; solution value; computation time in sec
1; 58311; 13.476
2; 58235; 13.625
3; 59137; 13.501
4; 58917; 13.355
5; 59224; 13.501
6; 59372; 13.754
7; 59094; 13.825
8; 58572; 13.656
9; 57978; 13.629
10; 60108; 13.589

avg; 58894.8; 13.5911
