problem; beta; rho; tau0; q0; iterations
A-n69-k9; 1.0; 0.1; 0.01; 0.5; 50

nr; solution value; computation time in sec
1; 1625; 0.54
2; 1651; 0.525
3; 1693; 0.518
4; 1672; 0.519
5; 1716; 0.524
6; 1722; 0.527
7; 1676; 0.529
8; 1650; 0.509
9; 1694; 0.514
10; 1703; 0.547

avg; 1680.2; 0.5252
