problem; beta; rho; tau0; q0; iterations
X-n110-k13; 1.0; 0.1; 0.01; 0.5; 250

nr; solution value; computation time in sec
1; 19934; 9.479
2; 20243; 9.395
3; 19217; 9.438
4; 20469; 9.485
5; 20400; 9.393
6; 19838; 9.494
7; 20118; 9.801
8; 20178; 9.381
9; 19723; 9.504
10; 20530; 9.653

avg; 20065.0; 9.5023
