problem; beta; rho; tau0; q0; iterations
X-n120-k6; 2.0; 0.1; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 16698; 3.715
2; 16487; 3.683
3; 16709; 3.609
4; 16672; 3.587
5; 17079; 3.508
6; 16445; 3.658
7; 16472; 3.804
8; 16524; 3.702
9; 16282; 3.751
10; 16442; 3.681

avg; 16581.0; 3.6698
