problem; beta; rho; tau0; q0; iterations
A-n63-k9; 1.0; 0.1; 5.0; 0.5; 100

nr; solution value; computation time in sec
1; 2017; 0.711
2; 2015; 0.66
3; 2039; 0.675
4; 1969; 0.667
5; 2020; 0.66
6; 1962; 0.669
7; 1901; 0.676
8; 2012; 0.666
9; 2025; 0.674
10; 1990; 0.663

avg; 1995.0; 0.6721
