problem; beta; rho; tau0; q0; iterations
X-n129-k18; 1.0; 0.1; 1.0; 0.5; 100

nr; solution value; computation time in sec
1; 37767; 6.177
2; 37266; 5.526
3; 37655; 5.544
4; 37441; 5.562
5; 37114; 5.614
6; 37616; 5.572
7; 37842; 5.517
8; 37036; 5.566
9; 37915; 5.5
10; 37690; 5.491

avg; 37534.2; 5.6069
