problem; beta; rho; tau0; q0; iterations
X-n134-k13; 1.0; 0.1; 0.1; 0.5; 100

nr; solution value; computation time in sec
1; 15788; 6.764
2; 15750; 6.389
3; 15968; 6.206
4; 15705; 6.187
5; 16101; 6.307
6; 15651; 6.205
7; 16120; 6.278
8; 15644; 6.267
9; 15669; 6.286
10; 15635; 6.246

avg; 15803.1; 6.3135
