problem; beta; rho; tau0; q0; iterations
X-n162-k11; 5.0; 0.1; 0.01; 0.5; 100

nr; solution value; computation time in sec
1; 16440; 12.879
2; 16230; 14.025
3; 16292; 14.0
4; 16570; 14.08
5; 16285; 13.762
6; 16213; 13.824
7; 16194; 13.936
8; 16298; 14.05
9; 16373; 14.111
10; 16294; 14.005

avg; 16318.9; 13.8672
