problem; optimal value; avg. results; gap in %; lower bound; upper bound; standard deviation; avg. comp. time;
A-n32-k5; 784; 1040.1; 32.67; 951; 1094; 38.39; 0.0137
A-n33-k5; 661; 861.6; 30.35; 829; 899; 21.75; 0.0151
A-n33-k6; 742; 944.7; 27.32; 881; 977; 27.54; 0.015
A-n34-k5; 778; 984.1; 26.49; 951; 1028; 23.16; 0.0164
A-n36-k5; 799; 1077.2; 34.82; 1015; 1125; 30.82; 0.0193
A-n37-k5; 669; 948.9; 41.84; 912; 968; 16.74; 0.0209
A-n37-k6; 949; 1226.0; 29.19; 1134; 1292; 45.33; 0.0206
A-n38-k5; 730; 981.0; 34.38; 949; 1019; 19.27; 0.023
A-n39-k5; 822; 1078.9; 31.25; 1047; 1133; 24.81; 0.0243
A-n39-k6; 831; 1148.6; 38.22; 1080; 1204; 36.9; 0.0245
A-n44-k6; 937; 1220.9; 30.3; 1164; 1271; 37.4; 0.0353
A-n45-k6; 944; 1287.9; 36.43; 1232; 1331; 34.92; 0.0373
A-n45-k7; 1146; 1556.6; 35.83; 1468; 1586; 36.1; 0.0384
A-n46-k7; 914; 1219.5; 33.42; 1181; 1284; 31.71; 0.039
A-n48-k7; 1073; 1423.8; 32.69; 1370; 1481; 35.76; 0.0471
A-n53-k7; 1010; 1460.3; 44.58; 1374; 1506; 38.79; 0.0621
A-n54-k7; 1167; 1496.7; 28.25; 1386; 1536; 42.49; 0.0635
A-n55-k9; 1073; 1488.3; 38.7; 1416; 1541; 43.5; 0.0679
A-n60-k9; 1354; 1815.1; 34.05; 1758; 1873; 31.05; 0.0837
A-n61-k9; 1034; 1522.2; 47.21; 1477; 1575; 31.33; 0.0933
A-n62-k8; 1288; 1776.6; 37.93; 1667; 1845; 52.59; 0.094
A-n63-k10; 1314; 1798.3; 36.86; 1723; 1838; 37.65; 0.0958
A-n63-k9; 1616; 2083.7; 28.94; 2003; 2133; 39.25; 0.0972
A-n64-k9; 1401; 1989.9; 42.03; 1922; 2041; 39.57; 0.1031
A-n65-k9; 1174; 1777.0; 51.36; 1713; 1816; 36.4; 0.1101
A-n69-k9; 1159; 1744.5; 50.52; 1646; 1840; 68.92; 0.1428
A-n80-k10; 1763; 2465.8; 39.86; 2365; 2549; 47.85; 0.2093
A-n32-k5; 784; 1008.4; 28.62; 930; 1072; 42.43; 0.0139
A-n33-k5; 661; 853.3; 29.09; 809; 888; 20.82; 0.0152
A-n33-k6; 742; 920.2; 24.02; 899; 954; 17.47; 0.0151
A-n34-k5; 778; 984.3; 26.52; 931; 1017; 28.12; 0.0163
A-n36-k5; 799; 1068.0; 33.67; 1005; 1134; 34.95; 0.0193
A-n37-k5; 669; 947.3; 41.6; 909; 983; 20.08; 0.0207
