problem; optimal value; avg. results; gap in %; lower bound; upper bound; standard deviation; avg. comp. time;
A-n32-k5; 784; 1109.9; 41.57; 1049; 1158; 33.98; 0.0124
A-n33-k5; 661; 934.7; 41.41; 872; 972; 28.81; 0.0141
A-n33-k6; 742; 983.1; 32.49; 905; 1031; 31.6; 0.0136
A-n34-k5; 778; 1052.3; 35.26; 1009; 1092; 22.72; 0.0151
A-n36-k5; 799; 1156.6; 44.76; 1092; 1199; 31.58; 0.0172
A-n37-k5; 669; 1049.1; 56.82; 1003; 1090; 26.0; 0.0189
A-n37-k6; 949; 1266.9; 33.5; 1204; 1302; 27.42; 0.0182
A-n38-k5; 730; 1044.3; 43.05; 1008; 1090; 22.04; 0.0203
A-n39-k5; 822; 1198.0; 45.74; 1129; 1250; 29.69; 0.0222
A-n39-k6; 831; 1259.4; 51.55; 1184; 1346; 50.22; 0.0223
A-n44-k6; 937; 1345.1; 43.55; 1295; 1391; 32.36; 0.0319
A-n45-k6; 944; 1435.2; 52.03; 1399; 1468; 18.88; 0.0332
A-n45-k7; 1146; 1584.5; 38.26; 1532; 1613; 28.24; 0.0335
A-n46-k7; 914; 1336.2; 46.19; 1274; 1415; 35.48; 0.0348
A-n48-k7; 1073; 1557.1; 45.12; 1461; 1596; 40.75; 0.0398
A-n53-k7; 1010; 1567.5; 55.2; 1527; 1621; 26.65; 0.0522
A-n54-k7; 1167; 1655.6; 41.87; 1586; 1709; 33.65; 0.0554
A-n55-k9; 1073; 1616.2; 50.62; 1493; 1697; 60.39; 0.0592
A-n60-k9; 1354; 1948.7; 43.92; 1857; 2015; 51.22; 0.0722
A-n61-k9; 1034; 1642.5; 58.85; 1557; 1673; 33.71; 0.0799
A-n62-k8; 1288; 2006.1; 55.75; 1950; 2056; 32.1; 0.0816
A-n63-k10; 1314; 1963.1; 49.4; 1913; 2023; 42.49; 0.0827
A-n63-k9; 1616; 2269.4; 40.43; 2222; 2335; 41.31; 0.0838
A-n64-k9; 1401; 2145.5; 53.14; 2067; 2197; 50.72; 0.0893
A-n65-k9; 1174; 1898.7; 61.73; 1728; 2012; 84.01; 0.0937
A-n69-k9; 1159; 1970.9; 70.05; 1884; 2063; 54.03; 0.111
A-n80-k10; 1763; 2772.3; 57.25; 2715; 2839; 41.35; 0.1709
A-n32-k5; 784; 1112.4; 41.89; 1035; 1198; 42.0; 0.0127
A-n33-k5; 661; 928.9; 40.53; 887; 993; 33.94; 0.0142
A-n33-k6; 742; 997.7; 34.46; 948; 1021; 21.71; 0.0137
A-n34-k5; 778; 1060.6; 36.32; 1022; 1084; 19.4; 0.0157
A-n36-k5; 799; 1147.8; 43.65; 1109; 1187; 25.82; 0.0211
A-n37-k5; 669; 1020.6; 52.56; 937; 1089; 37.54; 0.0204
