problem; optimal value; avg. results; gap in %; lower bound; upper bound; standard deviation; avg. comp. time;
A-n32-k5; 784; 1124.4; 43.42; 1046; 1198; 40.61; 0.0126
A-n33-k5; 661; 953.9; 44.31; 882; 1000; 36.8; 0.0141
A-n33-k6; 742; 1003.0; 35.18; 959; 1054; 27.48; 0.0135
A-n34-k5; 778; 1076.1; 38.32; 1021; 1119; 31.52; 0.0151
A-n36-k5; 799; 1176.6; 47.26; 1133; 1212; 23.26; 0.0171
A-n37-k5; 669; 1058.0; 58.15; 1022; 1125; 36.88; 0.0192
A-n37-k6; 949; 1331.3; 40.28; 1281; 1376; 34.87; 0.0185
A-n38-k5; 730; 1069.8; 46.55; 1052; 1103; 15.87; 0.0208
A-n39-k5; 822; 1222.5; 48.72; 1176; 1243; 22.91; 0.0221
A-n39-k6; 831; 1318.5; 58.66; 1252; 1377; 31.5; 0.0222
A-n44-k6; 937; 1383.6; 47.66; 1304; 1437; 39.37; 0.0312
A-n45-k6; 944; 1499.7; 58.87; 1408; 1570; 53.05; 0.0333
A-n45-k7; 1146; 1637.2; 42.86; 1602; 1698; 29.97; 0.034
A-n46-k7; 914; 1396.3; 52.77; 1329; 1452; 30.66; 0.035
A-n48-k7; 1073; 1634.1; 52.29; 1596; 1670; 22.56; 0.0401
A-n53-k7; 1010; 1652.7; 63.63; 1527; 1738; 63.12; 0.0523
A-n54-k7; 1167; 1717.7; 47.19; 1678; 1745; 23.86; 0.0558
A-n55-k9; 1073; 1722.0; 60.48; 1649; 1774; 38.9; 0.0596
A-n60-k9; 1354; 2047.8; 51.24; 1996; 2089; 27.39; 0.073
A-n61-k9; 1034; 1738.3; 68.11; 1633; 1824; 52.83; 0.081
A-n62-k8; 1288; 2050.3; 59.18; 1988; 2136; 49.41; 0.0811
A-n63-k10; 1314; 2062.6; 56.97; 2035; 2098; 18.81; 0.083
A-n63-k9; 1616; 2382.2; 47.41; 2339; 2410; 23.45; 0.0844
A-n64-k9; 1401; 2189.0; 56.25; 2091; 2317; 58.86; 0.0892
A-n65-k9; 1174; 2006.8; 70.94; 1910; 2070; 51.46; 0.0942
A-n69-k9; 1159; 2048.8; 76.77; 1939; 2164; 68.04; 0.1115
A-n80-k10; 1763; 2840.8; 61.13; 2787; 2918; 44.73; 0.1712
A-n32-k5; 784; 1152.9; 47.05; 1023; 1207; 48.42; 0.0126
A-n33-k5; 661; 965.1; 46.01; 872; 1021; 39.94; 0.0141
A-n33-k6; 742; 995.2; 34.12; 900; 1037; 36.1; 0.0133
A-n34-k5; 778; 1049.3; 34.87; 998; 1086; 26.24; 0.0151
A-n36-k5; 799; 1192.8; 49.29; 1138; 1232; 25.21; 0.0172
A-n37-k5; 669; 1086.2; 62.36; 1035; 1126; 27.64; 0.0192
