problem; optimal value; avg. results; gap in %; lower bound; upper bound; standard deviation; avg. comp. time;
A-n32-k5; 784; 863.4; 10.13; 840; 901; 20.05; 0.0951
A-n33-k5; 661; 756.1; 14.39; 730; 777; 14.67; 0.1045
A-n33-k6; 742; 835.6; 12.61; 797; 859; 18.08; 0.1054
A-n34-k5; 778; 894.4; 14.96; 880; 915; 10.49; 0.1141
A-n36-k5; 799; 962.8; 20.5; 941; 994; 17.88; 0.156
A-n37-k5; 669; 818.1; 22.29; 770; 845; 19.98; 0.1676
A-n37-k6; 949; 1106.4; 16.59; 1060; 1137; 22.88; 0.1625
A-n38-k5; 730; 870.3; 19.22; 843; 890; 13.21; 0.1646
A-n39-k5; 822; 936.2; 13.89; 908; 952; 13.56; 0.1813
A-n39-k6; 831; 1002.5; 20.64; 981; 1020; 12.96; 0.1954
A-n44-k6; 937; 1079.9; 15.25; 1061; 1101; 12.82; 0.2773
A-n45-k6; 944; 1099.1; 16.43; 1020; 1126; 28.83; 0.2934
A-n45-k7; 1146; 1385.4; 20.89; 1356; 1426; 19.04; 0.3034
A-n46-k7; 914; 1088.8; 19.12; 1063; 1120; 18.12; 0.3058
A-n48-k7; 1073; 1284.9; 19.75; 1262; 1301; 12.35; 0.3585
A-n53-k7; 1010; 1231.8; 21.96; 1162; 1275; 28.32; 0.4657
A-n54-k7; 1167; 1333.4; 14.26; 1312; 1352; 11.58; 0.4874
A-n55-k9; 1073; 1340.0; 24.88; 1294; 1367; 19.37; 0.5183
A-n60-k9; 1354; 1636.9; 20.89; 1599; 1669; 20.1; 0.6427
A-n61-k9; 1034; 1316.0; 27.27; 1256; 1349; 28.84; 0.7161
A-n62-k8; 1288; 1526.0; 18.48; 1483; 1574; 29.87; 0.7016
A-n63-k10; 1314; 1621.6; 23.41; 1557; 1656; 26.59; 0.7245
A-n63-k9; 1616; 1866.6; 15.51; 1820; 1896; 23.19; 0.7418
A-n64-k9; 1401; 1761.6; 25.74; 1745; 1792; 16.38; 0.7923
A-n65-k9; 1174; 1508.1; 28.46; 1482; 1539; 15.8; 0.8306
A-n69-k9; 1159; 1495.8; 29.06; 1462; 1532; 26.38; 0.9945
A-n80-k10; 1763; 2207.4; 25.21; 2143; 2234; 26.9; 1.3692
X-n101-k25; 27591; 33597.8; 21.77; 32729; 34336; 532.11; 3.0471
X-n106-k14; 26362; 28322.9; 7.44; 28121; 28496; 142.72; 4.1103
X-n110-k13; 14971; 17746.7; 18.54; 17513; 17925; 134.41; 4.5999
X-n115-k10; 12747; 16977.1; 33.19; 16419; 17519; 280.91; 4.8723
X-n120-k6; 13332; 15500.6; 16.27; 15310; 15821; 195.64; 5.9826
X-n125-k30; 55539; 61369.3; 10.5; 60700; 61776; 309.05; 5.9985
X-n129-k18; 28940; 34173.7; 18.08; 33684; 34522; 252.99; 7.5043
X-n134-k13; 10916; 13764.0; 26.09; 13375; 14013; 202.92; 8.2923
X-n139-k10; 13590; 16528.0; 21.62; 16218; 16760; 152.03; 9.3234
X-n143-k7; 15700; 21353.3; 36.01; 20929; 21731; 241.57; 9.7907
X-n148-k46; 43448; 51206.7; 17.86; 50677; 52035; 376.06; 10.4062
X-n153-k22; 21220; 26440.5; 24.6; 25994; 27048; 298.62; 11.6467
X-n157-k13; 16876; 18359.4; 8.79; 18095; 18609; 134.3; 14.0938
X-n162-k11; 14138; 17014.3; 20.34; 16570; 17246; 176.82; 15.1688
X-n167-k10; 20557; 25110.3; 22.15; 24428; 25351; 255.9; 16.1983
X-n172-k51; 45607; 55994.7; 22.78; 54780; 56831; 621.52; 16.3925
X-n176-k26; 47812; 59440.6; 24.32; 58596; 59980; 457.9; 19.4501
X-n181-k23; 25569; 27813.3; 8.78; 27705; 27922; 65.34; 22.0722
X-n186-k15; 24145; 29122.4; 20.61; 28812; 29607; 218.04; 24.3336
X-n190-k8; 16980; 19726.3; 16.17; 19378; 20011; 214.86; 25.6315
X-n195-k51; 44225; 55885.5; 26.37; 55262; 56424; 394.93; 25.1797
X-n200-k36; 58578; 63835.6; 8.98; 63376; 64168; 232.2; 31.4956
