problem; optimal value; avg. results; gap in %; lower bound; upper bound; standard deviation; avg. comp. time;
A-n32-k5; 784; 1566.1; 99.76; 1465; 1702; 81.36; 0.1095
A-n33-k5; 661; 1311.4; 98.4; 1246; 1392; 40.36; 0.1294
A-n33-k6; 742; 1302.9; 75.59; 1252; 1351; 27.47; 0.129
A-n34-k5; 778; 1473.0; 89.33; 1323; 1617; 84.86; 0.1345
A-n36-k5; 799; 1545.5; 93.43; 1455; 1622; 57.29; 0.1658
A-n37-k5; 669; 1505.2; 124.99; 1399; 1598; 59.56; 0.1599
A-n37-k6; 949; 1726.7; 81.95; 1642; 1801; 54.37; 0.1613
A-n38-k5; 730; 1591.3; 117.99; 1513; 1652; 39.79; 0.1819
A-n39-k5; 822; 1660.6; 102.02; 1577; 1736; 50.89; 0.1843
A-n39-k6; 831; 1800.1; 116.62; 1701; 1885; 53.48; 0.1936
A-n44-k6; 937; 1940.5; 107.1; 1778; 2031; 64.77; 0.2736
A-n45-k6; 944; 2176.5; 130.56; 2098; 2271; 49.81; 0.2917
A-n45-k7; 1146; 2106.1; 83.78; 2051; 2230; 62.28; 0.2709
A-n46-k7; 914; 2007.5; 119.64; 1804; 2086; 82.73; 0.2946
A-n48-k7; 1073; 2345.0; 118.55; 2232; 2460; 61.5; 0.3355
A-n53-k7; 1010; 2422.0; 139.8; 2351; 2514; 56.57; 0.4378
A-n54-k7; 1167; 2565.9; 119.87; 2390; 2753; 96.84; 0.4804
A-n55-k9; 1073; 2544.5; 137.14; 2409; 2634; 71.19; 0.4861
A-n60-k9; 1354; 2956.0; 118.32; 2877; 3069; 61.97; 0.5987
A-n61-k9; 1034; 2517.0; 143.42; 2307; 2631; 91.22; 0.6821
A-n62-k8; 1288; 3110.4; 141.49; 2961; 3242; 87.44; 0.7025
A-n63-k10; 1314; 2897.0; 120.47; 2826; 2986; 49.77; 0.6954
A-n63-k9; 1616; 3377.7; 109.02; 3313; 3458; 41.81; 0.7172
A-n64-k9; 1401; 3018.1; 115.42; 2971; 3098; 43.54; 0.7607
A-n65-k9; 1174; 3148.1; 168.15; 3077; 3231; 45.64; 0.7824
A-n69-k9; 1159; 3208.1; 176.8; 3092; 3284; 66.51; 0.8998
A-n80-k10; 1763; 4160.8; 136.01; 4001; 4315; 92.33; 1.4027
X-n101-k25; 27591; 53382.7; 93.48; 52051; 54760; 840.9; 2.1629
X-n106-k14; 26362; 48137.3; 82.6; 46755; 49258; 923.88; 2.8579
X-n110-k13; 14971; 50550.7; 237.66; 48801; 51995; 859.64; 3.1947
X-n115-k10; 12747; 51013.1; 300.2; 49912; 52815; 939.02; 3.4123
X-n120-k6; 13332; 56139.4; 321.09; 54858; 57790; 885.08; 4.1672
X-n125-k30; 55539; 84087.4; 51.4; 82755; 86408; 1001.42; 3.9087
X-n129-k18; 28940; 66722.3; 130.55; 65583; 68207; 830.38; 4.8685
X-n134-k13; 10916; 33500.3; 206.89; 32634; 34168; 459.75; 5.2871
X-n139-k10; 13590; 63099.4; 364.31; 62012; 64766; 902.8; 6.3154
X-n143-k7; 15700; 72040.2; 358.85; 69452; 73720; 1253.28; 6.5893
X-n148-k46; 43448; 80201.3; 84.59; 78520; 82093; 1091.71; 6.8583
X-n153-k22; 21220; 60390.7; 184.59; 58700; 61762; 845.67; 6.9814
X-n157-k13; 16876; 60155.3; 256.45; 57196; 63259; 1570.86; 9.1326
X-n162-k11; 14138; 71865.2; 408.31; 67754; 73412; 1596.77; 9.8939
X-n167-k10; 20557; 82652.0; 302.06; 81742; 83838; 752.37; 10.9362
X-n172-k51; 45607; 89881.0; 97.08; 88002; 91857; 1002.16; 10.4502
X-n176-k26; 47812; 106443.3; 122.63; 104372; 107845; 1020.04; 12.2441
X-n181-k23; 25569; 68154.0; 166.55; 67219; 69908; 778.38; 16.1849
X-n186-k15; 24145; 95836.2; 296.92; 92068; 98946; 1751.19; 16.9891
X-n190-k8; 16980; 55358.1; 226.02; 53357; 57002; 1192.65; 18.158
X-n195-k51; 44225; 99813.0; 125.69; 98645; 101795; 941.33; 17.0195
X-n200-k36; 58578; 111888.8; 91.01; 109948; 112769; 911.4; 19.0335
