problem; alpha; beta; rho; tau0; iterations
X-n167-k10; 1.0; 1.0; 0.3; 0.01; 100

nr; solution value; computation time in sec
1; 26701; 21.898
2; 26479; 21.89
3; 26708; 22.019
4; 26635; 22.44
5; 26456; 22.133
6; 26720; 22.824
7; 26489; 22.18
8; 26487; 22.166
9; 26330; 22.389
10; 26096; 22.521

avg; 26510.1; 22.246
