problem; alpha; beta; rho; tau0; iterations
A-n44-k6; 1.0; 1.0; 0.1; 0.01; 250

nr; solution value; computation time in sec
1; 1129; 0.926
2; 1137; 0.982
3; 1096; 0.929
4; 1080; 0.928
5; 1117; 0.971
6; 1123; 0.94
7; 1105; 1.042
8; 1146; 0.934
9; 1141; 0.932
10; 1120; 0.946

avg; 1119.4; 0.953
