problem; alpha; beta; rho; tau0; iterations
A-n69-k9; 1.0; 5.0; 0.1; 0.01; 100

nr; solution value; computation time in sec
1; 1448; 1.197
2; 1428; 1.2
3; 1428; 1.19
4; 1402; 1.195
5; 1428; 1.197
6; 1423; 1.213
7; 1453; 1.223
8; 1421; 1.206
9; 1421; 1.209
10; 1464; 1.294

avg; 1431.6; 1.2124
