problem; alpha; beta; rho; tau0; iterations
X-n134-k13; 1.0; 1.0; 0.1; 5.0; 100

nr; solution value; computation time in sec
1; 16210; 10.638
2; 16565; 10.597
3; 16793; 10.478
4; 16382; 10.634
5; 17366; 10.595
6; 16935; 10.775
7; 17232; 10.623
8; 17584; 10.667
9; 16849; 10.547
10; 16570; 10.562

avg; 16848.6; 10.6116
