problem; alpha; beta; rho; tau0; iterations
A-n37-k6; 1.0; 1.0; 0.1; 5.0; 100

nr; solution value; computation time in sec
1; 1189; 0.187
2; 1209; 0.2
3; 1209; 0.186
4; 1187; 0.226
5; 1191; 0.184
6; 1213; 0.191
7; 1186; 0.189
8; 1174; 0.186
9; 1185; 0.186
10; 1202; 0.185

avg; 1194.5; 0.192
