problem; alpha; beta; rho; tau0; iterations
X-n129-k18; 1.0; 1.0; 0.1; 5.0; 100

nr; solution value; computation time in sec
1; 40632; 9.187
2; 41689; 9.307
3; 40137; 9.234
4; 39697; 9.364
5; 40951; 9.333
6; 39964; 9.429
7; 42009; 9.367
8; 41018; 9.641
9; 41007; 9.464
10; 41553; 9.295

avg; 40865.7; 9.3621
