problem; alpha; beta; rho; tau0; iterations
X-n143-k7; 1.0; 1.0; 0.3; 0.01; 100

nr; solution value; computation time in sec
1; 23156; 12.819
2; 23360; 11.512
3; 23455; 12.678
4; 23104; 11.124
5; 23036; 11.096
6; 22933; 11.029
7; 22615; 10.971
8; 23481; 11.032
9; 22909; 11.192
10; 23635; 12.806

avg; 23168.4; 11.6259
