problem; alpha; beta; rho; tau0; iterations
A-n46-k7; 1.0; 1.0; 0.1; 0.01; 10

nr; solution value; computation time in sec
1; 1425; 0.061
2; 1358; 0.04
3; 1457; 0.04
4; 1390; 0.062
5; 1330; 0.04
6; 1373; 0.04
7; 1363; 0.039
8; 1414; 0.04
9; 1355; 0.04
10; 1445; 0.042

avg; 1391.0; 0.0444
