problem; alpha; beta; rho; tau0; iterations
X-n153-k22; 1.0; 1.0; 0.1; 0.01; 250

nr; solution value; computation time in sec
1; 26566; 36.964
2; 26913; 37.068
3; 26397; 36.886
4; 26128; 37.498
5; 27159; 37.331
6; 27124; 37.145
7; 27258; 37.385
8; 26739; 35.971
9; 27209; 36.248
10; 27091; 36.554

avg; 26858.4; 36.905
