problem; alpha; beta; rho; tau0; iterations
X-n125-k30; 1.0; 1.0; 0.1; 0.1; 100

nr; solution value; computation time in sec
1; 63473; 7.513
2; 63563; 7.663
3; 63288; 7.67
4; 62723; 7.659
5; 63138; 7.719
6; 63432; 7.645
7; 62774; 7.567
8; 62866; 7.667
9; 61781; 7.74
10; 62170; 7.62

avg; 62920.8; 7.6463
