problem; alpha; beta; rho; tau0; iterations
A-n44-k6; 1.0; 1.0; 0.3; 0.01; 10

nr; solution value; computation time in sec
1; 1316; 0.035
2; 1250; 0.035
3; 1274; 0.035
4; 1306; 0.036
5; 1371; 0.035
6; 1371; 0.035
7; 1360; 0.035
8; 1292; 0.036
9; 1267; 0.035
10; 1387; 0.035

avg; 1319.4; 0.0352
