problem; alpha; beta; rho; tau0; iterations
X-n106-k14; 1.0; 1.0; 0.3; 0.01; 100

nr; solution value; computation time in sec
1; 29047; 4.738
2; 28850; 4.671
3; 28799; 4.872
4; 28540; 4.692
5; 28797; 4.686
6; 28927; 4.74
7; 28747; 4.929
8; 28786; 5.001
9; 28807; 4.756
10; 28886; 4.765

avg; 28818.6; 4.785
