problem; alpha; beta; rho; tau0; iterations
A-n36-k5; 1.0; 1.0; 0.1; 1.0; 100

nr; solution value; computation time in sec
1; 1016; 0.209
2; 998; 0.202
3; 1017; 0.178
4; 1015; 0.197
5; 996; 0.176
6; 1005; 0.176
7; 1051; 0.176
8; 988; 0.172
9; 1061; 0.175
10; 1035; 0.176

avg; 1018.2; 0.1837
