problem; alpha; beta; rho; tau0; iterations
X-n172-k51; 1.0; 1.0; 0.1; 1.0; 100

nr; solution value; computation time in sec
1; 59751; 19.833
2; 58687; 20.041
3; 60931; 20.408
4; 59933; 20.057
5; 60351; 20.486
6; 59568; 20.225
7; 59401; 19.942
8; 60154; 19.58
9; 60564; 17.564
10; 57647; 18.167

avg; 59698.7; 19.6303
