problem; alpha; beta; rho; tau0; iterations
X-n143-k7; 1.0; 1.0; 0.1; 0.01; 10

nr; solution value; computation time in sec
1; 48964; 1.321
2; 49117; 1.356
3; 49726; 1.24
4; 48648; 1.141
5; 49945; 1.134
6; 47682; 1.153
7; 48629; 1.143
8; 48488; 1.138
9; 49690; 1.135
10; 49846; 1.156

avg; 49073.5; 1.1917
