problem; alpha; beta; rho; tau0; iterations
X-n134-k13; 1.0; 5.0; 0.1; 0.01; 100

nr; solution value; computation time in sec
1; 13673; 10.953
2; 13607; 10.744
3; 13589; 11.02
4; 13658; 10.961
5; 13730; 11.226
6; 13655; 10.884
7; 13817; 10.946
8; 13656; 11.119
9; 13615; 11.197
10; 13696; 11.001

avg; 13669.6; 11.0051
