problem; alpha; beta; rho; tau0; iterations
X-n110-k13; 1.0; 5.0; 0.1; 0.01; 100

nr; solution value; computation time in sec
1; 16851; 6.461
2; 17016; 6.234
3; 17081; 6.274
4; 16790; 6.301
5; 17266; 6.366
6; 17115; 6.308
7; 16777; 6.252
8; 17218; 6.313
9; 16916; 6.349
10; 17132; 6.39

avg; 17016.2; 6.3248
