problem; alpha; beta; rho; tau0; iterations
X-n153-k22; 1.0; 1.0; 0.6; 0.01; 100

nr; solution value; computation time in sec
1; 27486; 13.879
2; 27259; 14.174
3; 27705; 14.186
4; 27125; 14.02
5; 27252; 14.175
6; 26815; 14.089
7; 27423; 14.21
8; 27448; 14.178
9; 27546; 14.08
10; 27141; 14.19

avg; 27320.0; 14.1181
