problem; alpha; beta; rho; tau0; iterations
X-n110-k13; 1.0; 1.0; 0.1; 0.01; 1000

nr; solution value; computation time in sec
1; 18224; 52.799
2; 18285; 57.101
3; 18313; 52.945
4; 17885; 52.799
5; 18363; 53.228
6; 18018; 53.486
7; 18172; 53.308
8; 18188; 58.4
9; 18313; 53.667
10; 18268; 56.965

avg; 18202.9; 54.4698
