problem; alpha; beta; rho; tau0; iterations
A-n64-k9; 2.0; 1.0; 0.1; 0.01; 100

nr; solution value; computation time in sec
1; 1797; 0.823
2; 1737; 0.822
3; 1805; 0.812
4; 1743; 0.827
5; 1722; 0.833
6; 1780; 0.83
7; 1713; 0.831
8; 1733; 0.82
9; 1753; 0.816
10; 1697; 0.838

avg; 1748.0; 0.8252
