problem; alpha; beta; rho; tau0; iterations
X-n115-k10; 1.0; 0.0; 0.1; 0.01; 100

nr; solution value; computation time in sec
1; 51961; 5.001
2; 51541; 4.959
3; 50732; 4.981
4; 51431; 4.979
5; 51451; 5.212
6; 51091; 4.992
7; 50672; 5.013
8; 51408; 4.956
9; 50938; 5.046
10; 50820; 4.99

avg; 51204.5; 5.0129
