problem; alpha; beta; rho; tau0; iterations
A-n69-k9; 5.0; 1.0; 0.1; 0.01; 100

nr; solution value; computation time in sec
1; 1666; 1.214
2; 1542; 1.219
3; 1577; 1.188
4; 1687; 1.181
5; 1592; 1.268
6; 1614; 1.207
7; 1622; 1.221
8; 1643; 1.211
9; 1597; 1.257
10; 1626; 1.225

avg; 1616.6; 1.2191
